'Time','PLETH',,,
'[21:30:29.720 2]',226,637,-6,1
'[21:30:29.728 2]',220,638,-5,-1
'[21:30:29.736 2]',215,639,-6,1
'[21:30:29.744 2]',209,640,-5,0
'[21:30:29.752 2]',204,641,-5,2
'[21:30:29.760 2]',199,642,-3,3
'[21:30:29.768 2]',196,643,0,1
'[21:30:29.776 2]',196,644,1,4
'[21:30:29.784 2]',197,645,5,2
'[21:30:29.792 2]',202,646,7,1
'[21:30:29.800 2]',209,647,8,1
'[21:30:29.808 2]',217,648,9,-1
'[21:30:29.816 2]',226,649,8,0
'[21:30:29.824 2]',234,650,8,2
'[21:30:29.832 2]',242,651,10,0
'[21:30:29.840 2]',252,652,10,-1
'[21:30:29.848 2]',262,653,9,-1
'[21:30:29.856 2]',271,654,8,-1
'[21:30:29.864 2]',279,655,7,0
'[21:30:29.872 2]',286,656,7,0
'[21:30:29.880 2]',293,657,7,-2
'[21:30:29.888 2]',300,658,5,-2
'[21:30:29.896 2]',305,659,3,-1
'[21:30:29.904 2]',308,660,2,-2
'[21:30:29.912 2]',310,661,0,-1
'[21:30:29.920 2]',310,662,-1,-1
'[21:30:29.928 2]',309,663,-2,-1
'[21:30:29.936 2]',307,664,-3,0
'[21:30:29.944 2]',304,665,-3,-2
'[21:30:29.952 2]',301,666,-5,1
'[21:30:29.960 2]',296,667,-4,-1
'[21:30:29.968 2]',292,668,-5,1
'[21:30:29.976 2]',287,669,-4,-1
'[21:30:29.984 2]',283,670,-5,1
'[21:30:29.992 2]',278,671,-4,0
'[21:30:30.000 2]',274,672,-4,0
'[21:30:30.008 2]',270,673,-4,0
'[21:30:30.016 2]',266,674,-4,0
'[21:30:30.024 2]',262,675,-4,-1
'[21:30:30.032 2]',258,676,-5,1
'[21:30:30.040 2]',253,677,-4,-1
'[21:30:30.048 2]',249,678,-5,1
'[21:30:30.056 2]',244,679,-4,1
'[21:30:30.064 2]',240,680,-3,-1
'[21:30:30.072 2]',237,681,-4,0
'[21:30:30.080 2]',233,682,-4,0
'[21:30:30.088 2]',229,683,-4,0
'[21:30:30.096 2]',225,684,-4,0
'[21:30:30.104 2]',221,685,-4,1
'[21:30:30.112 2]',217,686,-3,0
'[21:30:30.120 2]',214,687,-3,-1
'[21:30:30.128 2]',211,688,-4,1
'[21:30:30.136 2]',207,689,-3,0
'[21:30:30.144 2]',204,690,-3,0
'[21:30:30.152 2]',201,691,-3,0
'[21:30:30.160 2]',198,692,-3,0
'[21:30:30.168 2]',195,693,-3,-1
'[21:30:30.176 2]',192,694,-4,0
'[21:30:30.184 2]',188,695,-4,0
'[21:30:30.192 2]',184,696,-4,0
'[21:30:30.200 2]',180,697,-4,1
'[21:30:30.208 2]',176,698,-3,0
'[21:30:30.216 2]',173,699,-3,2
'[21:30:30.224 2]',170,700,-1,1
'[21:30:30.232 2]',169,701,0,4
'[21:30:30.240 2]',169,702,4,2
'[21:30:30.248 2]',173,703,6,2
'[21:30:30.256 2]',179,704,8,2
'[21:30:30.264 2]',187,705,10,1
'[21:30:30.272 2]',197,706,11,0
'[21:30:30.280 2]',208,707,11,0
'[21:30:30.288 2]',219,708,11,-2
'[21:30:30.296 2]',230,709,9,-1
'[21:30:30.304 2]',239,710,8,-2
'[21:30:30.312 2]',247,711,6,0
'[21:30:30.320 2]',253,712,6,0
'[21:30:30.328 2]',259,713,6,-1
'[21:30:30.336 2]',265,714,5,-1
'[21:30:30.344 2]',270,715,4,-1
'[21:30:30.352 2]',274,716,3,0
'[21:30:30.360 2]',277,717,3,-2
'[21:30:30.368 2]',280,718,1,-1
'[21:30:30.376 2]',281,719,0,-2
'[21:30:30.384 2]',281,720,-2,0
'[21:30:30.392 2]',279,721,-2,-1
'[21:30:30.400 2]',277,722,-3,-1
'[21:30:30.408 2]',274,723,-4,-1
'[21:30:30.416 2]',270,724,-5,0
'[21:30:30.424 2]',265,725,-5,0
'[21:30:30.432 2]',260,726,-5,-1
'[21:30:30.440 2]',255,727,-6,1
'[21:30:30.448 2]',249,728,-5,0
'[21:30:30.456 2]',244,729,-5,1
'[21:30:30.464 2]',239,730,-4,-1
'[21:30:30.472 2]',235,731,-5,0
'[21:30:30.480 2]',230,732,-5,0
'[21:30:30.488 2]',225,733,-5,0
'[21:30:30.496 2]',220,734,-5,0
'[21:30:30.504 2]',215,735,-5,1
'[21:30:30.512 2]',210,736,-4,1
'[21:30:30.520 2]',206,737,-3,-1
'[21:30:30.528 2]',203,738,-4,1
'[21:30:30.536 2]',199,739,-3,0
'[21:30:30.544 2]',196,740,-3,-1
'[21:30:30.552 2]',193,741,-4,1
'[21:30:30.560 2]',189,742,-3,0
'[21:30:30.568 2]',186,743,-3,1
'[21:30:30.576 2]',183,744,-2,-1
'[21:30:30.584 2]',181,745,-3,1
'[21:30:30.592 2]',178,746,-2,-1
'[21:30:30.600 2]',176,747,-3,1
'[21:30:30.608 2]',173,748,-2,-1
'[21:30:30.616 2]',171,749,-3,0
'[21:30:30.624 2]',168,750,-3,0
'[21:30:30.632 2]',165,751,-3,0
'[21:30:30.640 2]',162,752,-3,0
'[21:30:30.648 2]',159,753,-3,0
'[21:30:30.656 2]',156,754,-3,1
'[21:30:30.664 2]',153,755,-2,2
'[21:30:30.672 2]',151,756,0,1
'[21:30:30.680 2]',151,757,1,2
'[21:30:30.688 2]',152,758,3,3
'[21:30:30.696 2]',155,759,6,2
'[21:30:30.704 2]',161,760,8,1
'[21:30:30.712 2]',169,761,9,2
'[21:30:30.720 2]',178,762,11,0
'[21:30:30.728 2]',189,763,11,1
'[21:30:30.736 2]',200,764,12,0
'[21:30:30.744 2]',212,765,12,-1
'[21:30:30.752 2]',224,766,11,-3
'[21:30:30.760 2]',235,767,8,0
'[21:30:30.768 2]',243,768,8,-1
'[21:30:30.776 2]',251,769,7,-1
'[21:30:30.784 2]',258,770,6,-1
'[21:30:30.792 2]',264,771,5,-2
'[21:30:30.800 2]',269,772,3,-2
'[21:30:30.808 2]',272,773,1,-1
'[21:30:30.816 2]',273,774,0,-1
'[21:30:30.824 2]',273,775,-1,-1
'[21:30:30.832 2]',272,776,-2,-1
'[21:30:30.840 2]',270,777,-3,-1
'[21:30:30.848 2]',267,778,-4,-1
'[21:30:30.856 2]',263,779,-5,0
'[21:30:30.864 2]',258,780,-5,-1
'[21:30:30.872 2]',253,781,-6,1
'[21:30:30.880 2]',247,782,-5,0
'[21:30:30.888 2]',242,783,-5,-1
'[21:30:30.896 2]',237,784,-6,1
'[21:30:30.904 2]',231,785,-5,0
'[21:30:30.912 2]',226,786,-5,0
'[21:30:30.920 2]',221,787,-5,0
'[21:30:30.928 2]',216,788,-5,0
'[21:30:30.936 2]',211,789,-5,1
'[21:30:30.944 2]',206,790,-4,0
'[21:30:30.952 2]',202,791,-4,1
'[21:30:30.960 2]',198,792,-3,-1
'[21:30:30.968 2]',195,793,-4,0
'[21:30:30.976 2]',191,794,-4,0
'[21:30:30.984 2]',187,795,-4,-1
'[21:30:30.992 2]',183,796,-5,1
'[21:30:31.000 2]',178,797,-4,0
'[21:30:31.008 2]',174,798,-4,1
'[21:30:31.016 2]',170,799,-3,-1
'[21:30:31.024 2]',167,800,-4,0
'[21:30:31.032 2]',163,801,-4,48
'[21:30:31.040 2]',159,802,44,24
'[21:30:31.048 2]',203,803,68,-36
'[21:30:31.056 2]',271,804,32,-18
'[21:30:31.064 2]',303,805,14,-8
'[21:30:31.072 2]',317,806,6,-5
'[21:30:31.080 2]',323,807,1,-2
'[21:30:31.088 2]',324,808,-1,-1
'[21:30:31.096 2]',323,809,-2,0
'[21:30:31.104 2]',321,810,-2,0
'[21:30:31.112 2]',319,811,-2,1
'[21:30:31.120 2]',317,812,-1,0
'[21:30:31.128 2]',316,813,-1,2
'[21:30:31.136 2]',315,814,1,3
'[21:30:31.144 2]',316,815,4,1
'[21:30:31.152 2]',320,816,5,2
'[21:30:31.160 2]',325,817,7,2
'[21:30:31.168 2]',332,818,9,1
'[21:30:31.176 2]',341,819,10,1
'[21:30:31.184 2]',351,820,11,-2
'[21:30:31.192 2]',362,821,9,1
'[21:30:31.200 2]',371,822,10,-2
'[21:30:31.208 2]',381,823,8,-1
'[21:30:31.216 2]',389,824,7,-1
'[21:30:31.224 2]',396,825,6,0
'[21:30:31.232 2]',402,826,6,-1
'[21:30:31.240 2]',408,827,5,-3
'[21:30:31.248 2]',413,828,2,0
'[21:30:31.256 2]',415,829,2,-1
'[21:30:31.264 2]',417,830,1,-3
'[21:30:31.272 2]',418,831,-2,-1
'[21:30:31.280 2]',416,832,-3,0
'[21:30:31.288 2]',413,833,-3,-3
'[21:30:31.296 2]',410,834,-6,1
'[21:30:31.304 2]',404,835,-5,1
'[21:30:31.312 2]',399,836,-4,-1
'[21:30:31.320 2]',395,837,-5,0
'[21:30:31.328 2]',390,838,-5,2
'[21:30:31.336 2]',385,839,-3,0
'[21:30:31.344 2]',382,840,-3,1
'[21:30:31.352 2]',379,841,-2,1
'[21:30:31.360 2]',377,842,-1,1
'[21:30:31.368 2]',376,843,0,-1
'[21:30:31.376 2]',376,844,-1,1
'[21:30:31.384 2]',375,845,0,0
'[21:30:31.392 2]',375,846,0,-1
'[21:30:31.400 2]',375,847,-1,1
'[21:30:31.408 2]',374,848,0,-1
'[21:30:31.416 2]',374,849,-1,0
'[21:30:31.424 2]',373,850,-1,0
'[21:30:31.432 2]',372,851,-1,0
'[21:30:31.440 2]',371,852,-1,1
'[21:30:31.448 2]',370,853,0,-1
'[21:30:31.456 2]',370,854,-1,0
'[21:30:31.464 2]',369,855,-1,-1
'[21:30:31.472 2]',368,856,-2,0
'[21:30:31.480 2]',366,857,-2,0
'[21:30:31.488 2]',364,858,-2,-1
'[21:30:31.496 2]',362,859,-3,1
'[21:30:31.504 2]',359,860,-2,-1
'[21:30:31.512 2]',357,861,-3,0
'[21:30:31.520 2]',354,862,-3,0
'[21:30:31.528 2]',351,863,-3,0
'[21:30:31.536 2]',348,864,-3,2
'[21:30:31.544 2]',345,865,-1,1
'[21:30:31.552 2]',344,866,0,2
'[21:30:31.560 2]',344,867,2,2
'[21:30:31.568 2]',346,868,4,3
'[21:30:31.576 2]',350,869,7,2
'[21:30:31.584 2]',357,870,9,0
'[21:30:31.592 2]',366,871,9,3
'[21:30:31.600 2]',375,872,12,-2
'[21:30:31.608 2]',387,873,10,-1
'[21:30:31.616 2]',397,874,9,0
'[21:30:31.624 2]',406,875,9,1
'[21:30:31.632 2]',415,876,10,-1
'[21:30:31.640 2]',425,877,9,-1
'[21:30:31.648 2]',434,878,8,-1
'[21:30:31.656 2]',442,879,7,0
'[21:30:31.664 2]',449,880,7,-3
'[21:30:31.672 2]',456,881,4,0
'[21:30:31.680 2]',460,882,4,-1
'[21:30:31.688 2]',464,883,3,-1
'[21:30:31.696 2]',467,884,2,-2
'[21:30:31.704 2]',469,885,0,0
'[21:30:31.712 2]',469,886,0,-1
'[21:30:31.720 2]',469,887,-1,-1
'[21:30:31.728 2]',468,888,-2,-1
'[21:30:31.736 2]',466,889,-3,0
'[21:30:31.744 2]',463,890,-3,0
'[21:30:31.752 2]',460,891,-3,-1
'[21:30:31.760 2]',457,892,-4,0
'[21:30:31.768 2]',453,893,-4,0
'[21:30:31.776 2]',449,894,-4,1
'[21:30:31.784 2]',445,895,-3,0
'[21:30:31.792 2]',442,896,-3,0
'[21:30:31.800 2]',439,897,-3,0
'[21:30:31.808 2]',436,898,-3,-1
'[21:30:31.816 2]',433,899,-4,0
'[21:30:31.824 2]',429,900,-4,0
'[21:30:31.832 2]',425,901,-4,0
'[21:30:31.840 2]',421,902,-4,0
'[21:30:31.848 2]',417,903,-4,0
'[21:30:31.856 2]',413,904,-4,0
'[21:30:31.864 2]',409,905,-4,0
'[21:30:31.872 2]',405,906,-4,0
'[21:30:31.880 2]',401,907,-4,0
'[21:30:31.888 2]',397,908,-4,1
'[21:30:31.896 2]',393,909,-3,-1
'[21:30:31.904 2]',390,910,-4,1
'[21:30:31.912 2]',386,911,-3,0
'[21:30:31.920 2]',383,912,-3,-1
'[21:30:31.928 2]',380,913,-4,0
'[21:30:31.936 2]',376,914,-4,0
'[21:30:31.944 2]',372,915,-4,0
'[21:30:31.952 2]',368,916,-4,0
'[21:30:31.960 2]',364,917,-4,-1
'[21:30:31.968 2]',360,918,-5,2
'[21:30:31.976 2]',355,919,-3,1
'[21:30:31.984 2]',352,920,-2,1
'[21:30:31.992 2]',350,921,-1,3
'[21:30:32.000 2]',349,922,2,1
'[21:30:32.008 2]',351,923,3,3
'[21:30:32.016 2]',354,924,6,2
'[21:30:32.024 2]',360,925,8,1
'[21:30:32.032 2]',368,926,9,1
'[21:30:32.040 2]',377,927,10,0
'[21:30:32.048 2]',387,928,10,0
'[21:30:32.056 2]',397,929,10,-3
'[21:30:32.064 2]',407,930,7,1
'[21:30:32.072 2]',414,931,8,-2
'[21:30:32.080 2]',422,932,6,-1
'[21:30:32.088 2]',428,933,5,-1
'[21:30:32.096 2]',433,934,4,-1
'[21:30:32.104 2]',437,935,3,-1
'[21:30:32.112 2]',440,936,2,-1
'[21:30:32.120 2]',442,937,1,0
'[21:30:32.128 2]',443,938,1,-1
'[21:30:32.136 2]',444,939,0,-1
'[21:30:32.144 2]',444,940,-1,-1
'[21:30:32.152 2]',443,941,-2,0
'[21:30:32.160 2]',441,942,-2,-1
'[21:30:32.168 2]',439,943,-3,0
'[21:30:32.176 2]',436,944,-3,0
'[21:30:32.184 2]',433,945,-3,-1
'[21:30:32.192 2]',430,946,-4,0
'[21:30:32.200 2]',426,947,-4,0
'[21:30:32.208 2]',422,948,-4,0
'[21:30:32.216 2]',418,949,-4,1
'[21:30:32.224 2]',414,950,-3,-1
'[21:30:32.232 2]',411,951,-4,0
'[21:30:32.240 2]',407,952,-4,1
'[21:30:32.248 2]',403,953,-3,-1
'[21:30:32.256 2]',400,954,-4,0
'[21:30:32.264 2]',396,955,-4,0
'[21:30:32.272 2]',392,956,-4,-1
'[21:30:32.280 2]',388,957,-5,1
'[21:30:32.288 2]',383,958,-4,-1
'[21:30:32.296 2]',379,959,-5,2
'[21:30:32.304 2]',374,960,-3,0
'[21:30:32.312 2]',371,961,-3,0
'[21:30:32.320 2]',368,962,-3,0
'[21:30:32.328 2]',365,963,-3,0
'[21:30:32.336 2]',362,964,-3,0
'[21:30:32.344 2]',359,965,-3,-1
'[21:30:32.352 2]',356,966,-4,1
'[21:30:32.360 2]',352,967,-3,-1
'[21:30:32.368 2]',349,968,-4,0
'[21:30:32.376 2]',345,969,-4,0
'[21:30:32.384 2]',341,970,-4,-1
'[21:30:32.392 2]',337,971,-5,1
'[21:30:32.400 2]',332,972,-4,2
'[21:30:32.408 2]',328,973,-2,0
'[21:30:32.416 2]',326,974,-2,-1
'[21:30:32.424 2]',324,975,-3,3
'[21:30:32.432 2]',321,976,0,1
'[21:30:32.440 2]',321,977,1,3
'[21:30:32.448 2]',322,978,4,2
'[21:30:32.456 2]',326,979,6,2
'[21:30:32.464 2]',332,980,8,2
'[21:30:32.472 2]',340,981,10,0
'[21:30:32.480 2]',350,982,10,-1
'[21:30:32.488 2]',360,983,9,-2
'[21:30:32.496 2]',369,984,7,-1
'[21:30:32.504 2]',376,985,6,-2
'[21:30:32.512 2]',382,986,4,0
'[21:30:32.520 2]',386,987,4,-1
'[21:30:32.528 2]',390,988,3,0
'[21:30:32.536 2]',393,989,3,0
'[21:30:32.544 2]',396,990,3,-1
'[21:30:32.552 2]',399,991,2,-1
'[21:30:32.560 2]',401,992,1,-1
'[21:30:32.568 2]',402,993,0,-1
'[21:30:32.576 2]',402,994,-1,-1
'[21:30:32.584 2]',401,995,-2,0
'[21:30:32.592 2]',399,996,-2,-1
'[21:30:32.600 2]',397,997,-3,0
'[21:30:32.608 2]',394,998,-3,0
'[21:30:32.616 2]',391,999,-3,-1
'[21:30:32.624 2]',388,1000,-4,1
'[21:30:32.632 2]',384,1001,-3,0
'[21:30:32.640 2]',381,1002,-3,0
'[21:30:32.648 2]',378,1003,-3,0
'[21:30:32.656 2]',375,1004,-3,1
'[21:30:32.664 2]',372,1005,-2,-2
'[21:30:32.672 2]',370,1006,-4,0
'[21:30:32.680 2]',366,1007,-4,1
'[21:30:32.688 2]',362,1008,-3,0
'[21:30:32.696 2]',359,1009,-3,0
'[21:30:32.704 2]',356,1010,-3,0
'[21:30:32.712 2]',353,1011,-3,0
'[21:30:32.720 2]',350,1012,-3,0
'[21:30:32.728 2]',347,1013,-3,-1
'[21:30:32.736 2]',344,1014,-4,1
'[21:30:32.744 2]',340,1015,-3,0
'[21:30:32.752 2]',337,1016,-3,0
'[21:30:32.760 2]',334,1017,-3,0
'[21:30:32.768 2]',331,1018,-3,0
'[21:30:32.776 2]',328,1019,-3,-1
'[21:30:32.784 2]',325,1020,-4,0
'[21:30:32.792 2]',321,1021,-4,1
'[21:30:32.800 2]',317,1022,-3,0
'[21:30:32.808 2]',314,1023,-3,1
'[21:30:32.816 2]',311,1024,-2,-1
'[21:30:32.824 2]',309,1025,-3,-1
'[21:30:32.832 2]',306,1026,-4,1
'[21:30:32.840 2]',302,1027,-3,-1
'[21:30:32.848 2]',299,1028,-4,1
'[21:30:32.856 2]',295,1029,-3,0
'[21:30:32.864 2]',292,1030,-3,2
'[21:30:32.872 2]',289,1031,-1,2
'[21:30:32.880 2]',288,1032,1,2
'[21:30:32.888 2]',289,1033,3,3
'[21:30:32.896 2]',292,1034,6,0
'[21:30:32.904 2]',298,1035,6,1
'[21:30:32.912 2]',304,1036,7,2
'[21:30:32.920 2]',311,1037,9,-1
'[21:30:32.928 2]',320,1038,8,0
'[21:30:32.936 2]',328,1039,8,-1
'[21:30:32.944 2]',336,1040,7,-1
'[21:30:32.952 2]',343,1041,6,-2
'[21:30:32.960 2]',349,1042,4,-1
'[21:30:32.968 2]',353,1043,3,-1
'[21:30:32.976 2]',356,1044,2,-1
'[21:30:32.984 2]',358,1045,1,-1
'[21:30:32.992 2]',359,1046,0,-1
'[21:30:33.000 2]',359,1047,-1,1
'[21:30:33.008 2]',358,1048,0,-1
'[21:30:33.016 2]',358,1049,-1,-1
'[21:30:33.024 2]',357,1050,-2,0
'[21:30:33.032 2]',355,1051,-2,0
'[21:30:33.040 2]',353,1052,-2,-1
'[21:30:33.048 2]',351,1053,-3,1
'[21:30:33.056 2]',348,1054,-2,-2
'[21:30:33.064 2]',346,1055,-4,1
'[21:30:33.072 2]',342,1056,-3,1
'[21:30:33.080 2]',339,1057,-2,21
'[21:30:33.088 2]',337,1058,19,12
'[21:30:33.096 2]',356,1059,31,-17
'[21:30:33.104 2]',387,1060,14,-8
'[21:30:33.112 2]',401,1061,6,-5
'[21:30:33.120 2]',407,1062,1,-2
'[21:30:33.128 2]',408,1063,-1,-2
'[21:30:33.136 2]',407,1064,-3,-1
'[21:30:33.144 2]',404,1065,-4,-1
'[21:30:33.152 2]',400,1066,-5,1
'[21:30:33.160 2]',395,1067,-4,1
'[21:30:33.168 2]',391,1068,-3,0
'[21:30:33.176 2]',388,1069,-3,0
'[21:30:33.184 2]',385,1070,-3,0
'[21:30:33.192 2]',382,1071,-3,1
'[21:30:33.200 2]',379,1072,-2,-1
'[21:30:33.208 2]',377,1073,-3,0
'[21:30:33.216 2]',374,1074,-3,1
'[21:30:33.224 2]',371,1075,-2,-2
'[21:30:33.232 2]',369,1076,-4,0
'[21:30:33.240 2]',365,1077,-4,0
'[21:30:33.248 2]',361,1078,-4,0
'[21:30:33.256 2]',357,1079,-4,1
'[21:30:33.264 2]',353,1080,-3,0
'[21:30:33.272 2]',350,1081,-3,0
'[21:30:33.280 2]',347,1082,-3,1
'[21:30:33.288 2]',344,1083,-2,2
'[21:30:33.296 2]',342,1084,0,2
'[21:30:33.304 2]',342,1085,2,2
'[21:30:33.312 2]',344,1086,4,3
'[21:30:33.320 2]',348,1087,7,5
'[21:30:33.328 2]',355,1088,12,1
'[21:30:33.336 2]',367,1089,13,4
'[21:30:33.344 2]',380,1090,17,0
'[21:30:33.352 2]',397,1091,17,-1
'[21:30:33.360 2]',414,1092,16,-1
'[21:30:33.368 2]',430,1093,15,-3
'[21:30:33.376 2]',445,1094,12,-2
'[21:30:33.384 2]',457,1095,10,-1
'[21:30:33.392 2]',467,1096,9,-2
'[21:30:33.400 2]',476,1097,7,-2
'[21:30:33.408 2]',483,1098,5,-1
'[21:30:33.416 2]',488,1099,4,-1
'[21:30:33.424 2]',492,1100,3,-2
'[21:30:33.432 2]',495,1101,1,0
'[21:30:33.440 2]',496,1102,1,-3
'[21:30:33.448 2]',497,1103,-2,-2
'[21:30:33.456 2]',495,1104,-4,0
'[21:30:33.464 2]',491,1105,-4,-1
'[21:30:33.472 2]',487,1106,-5,0
'[21:30:33.480 2]',482,1107,-5,0
'[21:30:33.488 2]',477,1108,-5,0
'[21:30:33.496 2]',472,1109,-5,2
'[21:30:33.504 2]',467,1110,-3,-1
'[21:30:33.512 2]',464,1111,-4,0
'[21:30:33.520 2]',460,1112,-4,-2
'[21:30:33.528 2]',456,1113,-6,0
'[21:30:33.536 2]',450,1114,-6,0
'[21:30:33.544 2]',444,1115,-6,-1
'[21:30:33.552 2]',438,1116,-7,0
'[21:30:33.560 2]',431,1117,-7,2
'[21:30:33.568 2]',424,1118,-5,-1
'[21:30:33.576 2]',419,1119,-6,2
'[21:30:33.584 2]',413,1120,-4,-1
'[21:30:33.592 2]',409,1121,-5,2
'[21:30:33.600 2]',404,1122,-3,0
'[21:30:33.608 2]',401,1123,-3,0
'[21:30:33.616 2]',398,1124,-3,-1
'[21:30:33.624 2]',395,1125,-4,0
'[21:30:33.632 2]',391,1126,-4,0
'[21:30:33.640 2]',387,1127,-4,0
'[21:30:33.648 2]',383,1128,-4,0
'[21:30:33.656 2]',379,1129,-4,-1
'[21:30:33.664 2]',375,1130,-5,1
'[21:30:33.672 2]',370,1131,-4,-2
'[21:30:33.680 2]',366,1132,-6,0
'[21:30:33.688 2]',360,1133,-6,2
'[21:30:33.696 2]',354,1134,-4,1
'[21:30:33.704 2]',350,1135,-3,0
'[21:30:33.712 2]',347,1136,-3,1
'[21:30:33.720 2]',344,1137,-2,1
'[21:30:33.728 2]',342,1138,-1,3
'[21:30:33.736 2]',341,1139,2,5
'[21:30:33.744 2]',343,1140,7,3
'[21:30:33.752 2]',350,1141,10,3
'[21:30:33.760 2]',360,1142,13,4
'[21:30:33.768 2]',373,1143,17,2
'[21:30:33.776 2]',390,1144,19,-1
'[21:30:33.784 2]',409,1145,18,-1
'[21:30:33.792 2]',427,1146,17,-4
'[21:30:33.800 2]',444,1147,13,-2
'[21:30:33.808 2]',457,1148,11,0
'[21:30:33.816 2]',468,1149,11,-2
'[21:30:33.824 2]',479,1150,9,0
'[21:30:33.832 2]',488,1151,9,-4
'[21:30:33.840 2]',497,1152,5,0
'[21:30:33.848 2]',502,1153,5,-1
'[21:30:33.856 2]',507,1154,4,-2
'[21:30:33.864 2]',511,1155,2,-2
'[21:30:33.872 2]',513,1156,0,-2
'[21:30:33.880 2]',513,1157,-2,-1
'[21:30:33.888 2]',511,1158,-3,0
'[21:30:33.896 2]',508,1159,-3,0
'[21:30:33.904 2]',505,1160,-3,0
'[21:30:33.912 2]',502,1161,-3,-2
'[21:30:33.920 2]',499,1162,-5,0
'[21:30:33.928 2]',494,1163,-5,0
'[21:30:33.936 2]',489,1164,-5,0
'[21:30:33.944 2]',484,1165,-5,0
'[21:30:33.952 2]',479,1166,-5,-1
'[21:30:33.960 2]',474,1167,-6,1
'[21:30:33.968 2]',468,1168,-5,0
'[21:30:33.976 2]',463,1169,-5,2
'[21:30:33.984 2]',458,1170,-3,-1
'[21:30:33.992 2]',455,1171,-4,0
'[21:30:34.000 2]',451,1172,-4,0
'[21:30:34.008 2]',447,1173,-4,0
'[21:30:34.016 2]',443,1174,-4,0
'[21:30:34.024 2]',439,1175,-4,-1
'[21:30:34.032 2]',435,1176,-5,0
'[21:30:34.040 2]',430,1177,-5,1
'[21:30:34.048 2]',425,1178,-4,-1
'[21:30:34.056 2]',421,1179,-5,2
'[21:30:34.064 2]',416,1180,-3,-1
'[21:30:34.072 2]',413,1181,-4,1
'[21:30:34.080 2]',409,1182,-3,-2
'[21:30:34.088 2]',406,1183,-5,2
'[21:30:34.096 2]',401,1184,-3,-1
'[21:30:34.104 2]',398,1185,-4,0
'[21:30:34.112 2]',394,1186,-4,-1
'[21:30:34.120 2]',390,1187,-5,-1
'[21:30:34.128 2]',385,1188,-6,1
'[21:30:34.136 2]',379,1189,-5,1
'[21:30:34.144 2]',374,1190,-4,3
'[21:30:34.152 2]',370,1191,-1,2
'[21:30:34.160 2]',369,1192,1,3
'[21:30:34.168 2]',370,1193,4,5
'[21:30:34.176 2]',374,1194,9,3
'[21:30:34.184 2]',383,1195,12,4
'[21:30:34.192 2]',395,1196,16,-1
'[21:30:34.200 2]',411,1197,15,-1
'[21:30:34.208 2]',426,1198,14,2
'[21:30:34.216 2]',440,1199,16,-1
'[21:30:34.224 2]',456,1200,15,-1
'[21:30:34.232 2]',471,1201,14,-2
'[21:30:34.240 2]',485,1202,12,-3
'[21:30:34.248 2]',497,1203,9,-1
'[21:30:34.256 2]',506,1204,8,-1
'[21:30:34.264 2]',514,1205,7,-2
'[21:30:34.272 2]',521,1206,5,-1
'[21:30:34.280 2]',526,1207,4,-2
'[21:30:34.288 2]',530,1208,2,-1
'[21:30:34.296 2]',532,1209,1,-2
'[21:30:34.304 2]',533,1210,-1,0
'[21:30:34.312 2]',532,1211,-1,-2
'[21:30:34.320 2]',531,1212,-3,-1
'[21:30:34.328 2]',528,1213,-4,-1
'[21:30:34.336 2]',524,1214,-5,-1
'[21:30:34.344 2]',519,1215,-6,0
'[21:30:34.352 2]',513,1216,-6,0
'[21:30:34.360 2]',507,1217,-6,1
'[21:30:34.368 2]',501,1218,-5,0
'[21:30:34.376 2]',496,1219,-5,-1
'[21:30:34.384 2]',491,1220,-6,0
'[21:30:34.392 2]',485,1221,-6,1
'[21:30:34.400 2]',479,1222,-5,0
'[21:30:34.408 2]',474,1223,-5,0
'[21:30:34.416 2]',469,1224,-5,0
'[21:30:34.424 2]',464,1225,-5,1
'[21:30:34.432 2]',459,1226,-4,-1
'[21:30:34.440 2]',455,1227,-5,0
'[21:30:34.448 2]',450,1228,-5,0
'[21:30:34.456 2]',445,1229,-5,-1
'[21:30:34.464 2]',440,1230,-6,1
'[21:30:34.472 2]',434,1231,-5,0
'[21:30:34.480 2]',429,1232,-5,0
'[21:30:34.488 2]',424,1233,-5,1
'[21:30:34.496 2]',419,1234,-4,1
'[21:30:34.504 2]',415,1235,-3,-1
'[21:30:34.512 2]',412,1236,-4,0
'[21:30:34.520 2]',408,1237,-4,-1
'[21:30:34.528 2]',404,1238,-5,0
'[21:30:34.536 2]',399,1239,-5,1
'[21:30:34.544 2]',394,1240,-4,-1
'[21:30:34.552 2]',390,1241,-5,1
'[21:30:34.560 2]',385,1242,-4,1
'[21:30:34.568 2]',381,1243,-3,-1
'[21:30:34.576 2]',378,1244,-4,2
'[21:30:34.584 2]',374,1245,-2,4
'[21:30:34.592 2]',372,1246,2,2
'[21:30:34.600 2]',374,1247,4,3
'[21:30:34.608 2]',378,1248,7,4
'[21:30:34.616 2]',385,1249,11,3
'[21:30:34.624 2]',396,1250,14,2
'[21:30:34.632 2]',410,1251,16,2
'[21:30:34.640 2]',426,1252,18,-1
'[21:30:34.648 2]',444,1253,17,0
'[21:30:34.656 2]',461,1254,17,-3
'[21:30:34.664 2]',478,1255,14,-2
'[21:30:34.672 2]',492,1256,12,-2
'[21:30:34.680 2]',504,1257,10,0
'[21:30:34.688 2]',514,1258,10,-3
'[21:30:34.696 2]',524,1259,7,-2
'[21:30:34.704 2]',531,1260,5,-1
